week_start,sessions,total_distance_km,total_duration_min,mean_avg_hr,max_hr,mean_hrr_intensity,total_near_max_min,total_simple_hr_load,total_zone_weighted_load,total_combined_load,mean_load_per_km,mean_hr_efficiency_proxy,mean_pace_50_s,load_4w_avg,hr_4w_avg,near_max_4w_avg,load_delta,load_pct_change,acute_load_2w,chronic_load_6w,acute_chronic_ratio,near_max_share,load_per_hour,high_intensity_week,high_load_week,low_load_week,load_phase,phase_with_intensity,previous_phase,phase_transition
2024-08-05,7,6.338447875976562,502.5306140681108,107.9481549350094,170.0,0.2904124463475845,22.46666667064031,134.17863171875723,502.5306140681108,614.8639474213123,98.77035325735164,2.2351546067681407,236.1021858603695,595.9065819879372,124.57604691684432,34.41872221678496,499.4114732245604,432.56887883881365,365.158210809032,747.0027984943654,0.4888311148834155,0.04470706070773885,73.41211821232164,False,False,True,recovery,recovery,recovery,recovery -> recovery
2024-08-12,5,8.979870529174804,459.7196959177653,133.2703452553303,198.0,0.4700024486193639,60.94986568291982,246.14654762186572,700.624505418539,1005.3738338331382,105.58704171249602,0.733753590723947,91.40839684896368,694.4608334258198,123.47781477695682,39.83537567853928,390.50988641182585,63.51159277586391,810.1188906272251,675.8612643940581,1.1986467242704542,0.13258049682044196,131.21567460703005,False,False,False,loading,loading,recovery,recovery -> loading
2024-08-19,4,10.67562028503418,519.1172305504481,140.50725740837714,192.0,0.5213280667260789,83.93330446481704,268.3547313845671,519.1172305504481,938.7837528745332,88.56155919839343,0.3954652347054425,55.24906063619935,668.6185020814339,124.28432039551564,42.85620920459429,-66.59008095860497,-6.623414964433705,972.0787933538356,721.2973191099035,1.3476811400788262,0.16168468223606836,108.5054046708205,False,False,False,mixed,mixed,loading,loading -> mixed
2024-08-26,5,16.253460433959958,593.0310597141583,152.08660175777575,196.0,0.6034510762962819,129.74972523053486,354.3130103858477,1037.795711028576,1686.5443371812505,104.28768110451452,0.3207888782232861,48.53736679217036,1061.3914678275585,133.45308983912315,74.27489051222801,747.7605843067173,79.65205852967657,1312.6640450278917,900.5285706265105,1.4576595211350738,0.21879077512917178,170.63635803434985,False,True,False,loading,loading,mixed,mixed -> loading
2024-09-02,2,6.560820175170898,267.3458815495173,156.9046775461744,205.0,0.637621826568613,42.822918421030046,170.1961877216341,534.6917630990346,748.8063552041848,116.35520442405276,0.2875264432824342,45.108597703680815,1094.8770697732766,145.6922204919144,79.36395344982544,-937.7379819770657,-55.60114616045746,1217.6753461927176,851.6374501185286,1.4298048377548978,0.16017796187033637,168.05338856110092,False,False,True,recovery,recovery,loading,loading -> recovery
2024-09-09,5,16.322040435791013,589.8131827692191,149.80220893983983,195.0,0.5872497087931903,102.6332158823808,342.5278292694712,897.8509981215,1411.017077533404,87.72539155221378,0.3299192005339801,49.15099774054503,1196.287880698343,149.8251864130418,89.7847909996907,662.2107223292193,88.4355104262767,1079.9117163687943,1067.5648840079705,1.0115654163468453,0.17400970151346873,143.53871213002412,False,False,False,mixed,mixed,recovery,recovery -> mixed
2024-09-16,4,13.441680358886718,504.8306308329105,145.11139918045092,196.0,0.5539815544712832,97.09984072049458,279.52399711952364,626.2787566324075,1111.7779602348803,83.89667792858032,0.3795452270164176,54.82633965731298,1239.5364325384298,150.97622185606022,93.07642506361007,-299.23911729852375,-21.207334912035435,1261.3975188841418,1150.3838861435652,1.0965013801720815,0.1923414206469433,132.13674753458352,False,False,False,mixed,mixed,mixed,mixed -> mixed
2024-09-23,5,17.190720458984377,539.9510209918022,156.47529131471816,202.0,0.6345765341469374,105.7832512676716,342.9499247250972,1079.9020419836045,1608.8182983219624,94.77727095166078,0.3038079162229026,47.47569188868226,1220.104922823608,152.07339424529584,87.08480657289425,497.0403380870821,44.706799007067445,1360.2981292784211,1250.9579635583693,1.087405147818902,0.19591267940074447,178.77380382022335,False,True,False,loading,loading,mixed,mixed -> loading
2024-09-30,4,10.773903710862008,425.9595507999261,141.8870942033822,204.0,0.5311141432863985,89.4999923467636,246.98031371832496,545.5189257999261,993.018887533744,112.54070889740932,0.968930801312633,116.81854846526956,1281.1580559059978,148.31899840959778,98.75407505432764,-615.7994107882184,-38.27650465130292,1300.9185929278528,1259.9971526682377,1.0324774069314027,0.21011382930301262,139.8750964502026,False,False,False,mixed,mixed,loading,loading -> mixed
2024-10-07,4,14.561820388793944,516.1443859179815,143.63841278980595,194.0,0.5435348424808933,82.06642294923464,280.4534905373576,516.1443859179815,926.4765006641549,65.13402590963081,0.4135326867263131,59.35954628822057,1160.022911688685,146.7780493720893,93.6123768210411,-66.54238686958911,-6.701019256023755,959.7476940989492,1133.3191799153883,0.846846776360568,0.1589989646080845,107.69968938242536,False,False,False,unloading,unloading,mixed,mixed -> unloading
2024-10-14,4,12.710160339355468,506.2834190825621,145.09096553167447,198.0,0.5538366349764147,49.33333334724109,279.4954801544157,628.0895065824191,874.7561733186244,71.61557773328568,0.37311678717732,53.9150017954026,1100.7674649596215,146.7729409598952,81.67074997772772,-51.72032734553045,-5.582475897494876,900.6163369913894,1154.310816267795,0.7802199583499791,0.09744212725085524,103.66796229318824,False,False,False,unloading,unloading,unloading,unloading -> unloading
2024-10-21,6,19.979640533447267,707.142199454705,146.59188659527163,203.0,0.5644814652146923,149.23330359657606,399.5140788273407,707.142199454705,1453.3087174375853,74.69139415727109,0.325581011848263,47.679206020270605,1061.8900697385272,144.30208978003355,92.53326305995384,578.5525441189609,66.13872091054415,1164.0324453781045,1161.3594229184919,1.002301632386032,0.21103719126316262,123.31115737894879,False,False,False,mixed,mixed,unloading,unloading -> mixed
2024-10-28,5,19.339560516357423,653.1793548007806,142.46979943698148,200.0,0.5352468045175991,99.533314371109,350.699160184011,653.1793548007806,1150.8459266563257,58.08365152412688,0.348382138763745,49.62482008837708,1101.3468295191724,144.44776608843338,95.0415935660402,-302.4627907812596,-20.812012420495883,1302.0773220469553,1167.8707506553994,1.1149156028749245,0.1523828235530601,105.71484706591804,False,False,False,mixed,mixed,mixed,mixed -> mixed
2024-11-04,5,18.996660507202147,675.7137305676937,142.2665087050806,203.0,0.5338050262771674,114.43321496645608,360.9499363873555,808.4347715675831,1380.6008463998637,72.25531841947495,0.3411967380233558,48.4013757763543,1214.8779159530998,144.10479006725205,103.13329157034556,229.75491974353804,19.96400338410802,1265.7233865280946,1129.8345086683828,1.1202732584437254,0.16935162005708576,122.59045071408863,False,False,False,loading,loading,mixed,mixed -> loading
2024-11-11,4,10.561320281982422,380.0538542151451,117.88142848188876,189.0,0.3608611949070125,48.6332171857357,186.9789864738843,380.0538542151451,623.2199401438237,59.051533161470296,0.3670334656340586,51.03747911189949,1151.9938576593995,137.30240580480563,102.95826252996922,-757.38090625604,-54.858789072238444,1001.9103932718435,1068.2013507700628,0.9379415150051716,0.12796401522139247,98.38920456641775,False,False,True,recovery,recovery,loading,loading -> recovery
2024-11-18,5,20.34540054321289,679.5218054016431,143.74764010830268,201.0,0.5443095043142033,55.649941591421765,371.5070432362896,816.0899313688278,1094.3396393259368,53.50936102860304,0.3068035264502896,43.976343755032055,1062.2515881314876,136.59134418306337,79.56242202868066,471.1196991821131,75.59445210841463,858.7797897348801,1096.1785405470266,0.7834305799366613,0.08189574072391821,96.62733092243671,False,False,False,mixed,mixed,recovery,recovery -> mixed
