load_phase,weeks,avg_load,avg_distance_km,avg_duration_min,avg_hr,avg_near_max_share,avg_acr
loading,22,3328.761706531975,19.614509485418147,748.8874209754395,142.95978997574116,0.2248302999289164,1.3391328761144854
holding,5,2943.726988595253,14.714792352294921,593.0665438727538,139.75896137208036,0.38359625066719744,1.0191686410742047
mixed,42,2609.633047317198,15.605989716882268,587.4399263805341,140.63195480802602,0.25714821980371066,1.039518071719472
unloading,11,2001.7491447768864,12.710587564641777,459.89515069921805,141.81310752946334,0.22811933113852262,0.8485637897645314
recovery,27,1080.3833288231583,7.422961036964699,319.5296239074366,133.69187225008102,0.1217723792096702,0.7541871614266645
