workout_uuid,date,end_date,duration_sec,duration_min,swim_time_sec,rest_time_sec,distance_m,stroke_count,avg_hr,max_hr,min_hr,pool_length_m,location_type,stroke_style,pace_sec_per_100m,distance_per_stroke_m,strokes_per_100m,week_start,month,quarter_index
4B38A659-8616-4FFA-AFB9-47ABA860A04E,2024-07-05 15:54:08+00:00,2024-07-05T18:10:58Z,8209.65735900402,136.827622650067,4299.149105668068,3910.5082533359528,4100.0,1589.0000869882354,,,,50.0,,,104.85729526019678,2.5802390028631605,38.756099682639885,2024-07-01,2024-07,Q1
1B3E6891-6991-48A7-B8A9-2D3A285492A4,2024-07-06 14:20:58+00:00,2024-07-06T16:48:08Z,8830.387427091599,147.17312378485997,3176.606085062027,5653.7813420295715,4200.0,1596.000277366364,,,,50.0,,,75.63347821576255,2.631578490030478,38.00000660396105,2024-07-01,2024-07,Q1
D016FBF6-7B4F-461E-B668-CD929D22207E,2024-07-08 13:54:50+00:00,2024-07-08T16:21:49Z,8818.833920001984,146.9805653333664,3430.920207262039,5387.9137127399445,4100.0,1634.0127058591097,,,,50.0,,,83.68098066492779,2.5091604155209772,39.853968435588044,2024-07-08,2024-07,Q1
00DB6A7D-24FC-4F4E-AEA1-BB01D0B0CB67,2024-07-09 13:56:08+00:00,2024-07-09T15:56:30Z,7222.505443096161,120.37509071826935,3373.4531531333923,3849.0522899627686,4450.0,1373.0028720781186,,,,50.0,,,75.80793602546949,3.2410711517774686,30.85399712535098,2024-07-08,2024-07,Q1
F9EDB09B-C78B-48D1-8EB3-E4EB052B2818,2024-07-10 14:00:53+00:00,2024-07-10T16:08:31Z,7658.709929943085,127.64516549905142,2482.484902739525,5176.22502720356,2194.56005859375,882.0174796015991,,,,22.86,,,113.11993458635503,2.4881140219409446,40.1910841376921,2024-07-08,2024-07,Q1
864D7E9B-A7BB-45F9-B995-0BE6014E4D21,2024-07-16 14:01:07+00:00,2024-07-16T16:13:57Z,7970.600758075714,132.84334596792857,4158.687220335007,3811.9135377407074,3589.0200958251953,1173.0001747363108,,,,22.86,,,115.87249748677799,3.0596927205334845,32.683020529775334,2024-07-15,2024-07,Q1
1BA8445E-3C84-4134-AA9B-B11B41F04059,2024-07-17 14:00:34+00:00,2024-07-17T16:30:28Z,8993.866551041603,149.8977758506934,3367.041632294655,5626.824918746948,3840.4801025390625,1382.000117151202,,,,22.86,,,87.67241444809459,2.7789289269060773,35.98508728732947,2024-07-15,2024-07,Q1
D1FD3986-2742-49D8-88DB-5E1E8C49E6AC,2024-07-18 14:02:12+00:00,2024-07-18T16:14:12Z,7919.966825008392,131.9994470834732,3556.3314448595047,4363.635380148888,2971.800079345703,713.0000723095559,,,,22.86,,,119.66926946319003,4.168022128973176,23.99219507614173,2024-07-15,2024-07,Q1
2E274972-67BC-44AA-B225-90A291818310,2024-07-22 14:00:45+00:00,2024-07-22T16:28:08Z,8842.99515902996,147.38325265049934,3797.4377970695496,5045.557361960411,3863.340103149414,1252.0000202680876,,,,22.86,,,98.29416245217084,3.085734856715231,32.40719136395605,2024-07-22,2024-07,Q1
750E591F-EF20-42D5-8C1B-1988007ECDD8,2024-07-23 13:59:24+00:00,2024-07-23T16:09:33Z,7808.968672990799,130.14947788317997,3874.6269949674606,3934.3416780233383,3108.9600830078125,948.001286487244,,,,22.86,,,124.62774984292793,3.2794893080027965,30.492552531265865,2024-07-22,2024-07,Q1
C1A852AB-42C2-4714-89F5-847CA3B595CB,2024-07-24 14:02:13+00:00,2024-07-24T16:45:26Z,9792.87581896782,163.214596982797,4092.924373626709,5699.95144534111,2446.020065307617,1077.0009388998,,,,22.86,,,167.32995904970113,2.2711401420005495,44.030748323577384,2024-07-22,2024-07,Q1
708D60AE-1851-449B-9BD6-5169BEE785D4,2024-07-25 13:59:36+00:00,2024-07-25T16:12:54Z,7997.7695080041885,133.29615846673647,3723.634911417961,4274.134596586227,3246.120086669922,869.0010584385502,,,,22.86,,,114.71032531140597,3.7354616028922423,26.770453194478925,2024-07-22,2024-07,Q1
84395543-F0ED-4922-9F68-22A8CB549DF4,2024-07-26 14:03:49+00:00,2024-07-26T15:52:41Z,6531.584427952766,108.85974046587944,1533.257783293724,4998.326644659042,1760.2200469970703,527.0002447296763,,,,22.86,,,87.10602892572761,3.34007443943403,29.9394524922459,2024-07-22,2024-07,Q1
EB006D25-A706-4C2B-B5AF-55FBBD5725DD,2024-08-04 02:30:39+00:00,2024-08-04T03:14:39Z,2640.2166187763214,44.00361031293869,2595.7501668930054,44.46645188331604,249.1471710205078,383.0,,,,,,,1041.8541604389093,0.650514806842057,153.7244025012327,2024-07-29,2024-08,Q1
B333FA3A-8129-4041-A7FA-612405FCAAAA,2024-08-04 22:53:01+00:00,2024-08-04T23:44:05Z,3064.4318330287933,51.073863883813225,3063.880936026573,0.5508970022201538,395.52874755859375,268.0,,,,,,,774.6291400911862,1.4758535356663947,67.7574011128732,2024-07-29,2024-08,Q1
EC43F573-9940-4AAF-89CC-A09703B5CD15,2024-08-05 23:48:43+00:00,2024-08-06T02:36:23Z,10060.26764202118,167.67112736701966,10059.70991396904,0.5577280521392822,1504.2489013671875,899.0,,,,,,,668.7530171918977,1.673246831331688,59.76404564317205,2024-08-05,2024-08,Q1
5004EEEC-5442-49E7-8D30-25DBFCD83F3C,2024-08-07 01:09:28+00:00,2024-08-07T02:38:04Z,5316.019886016846,88.6003314336141,5315.447889924049,0.5719960927963257,743.419921875,354.0,,,,,,,714.9993877642949,2.100056276483051,47.61777154251756,2024-08-05,2024-08,Q1
B6AC94AC-41F2-44ED-BDF6-D4D89FEDF134,2024-08-08 01:13:11+00:00,2024-08-08T01:55:48Z,2556.3766080141068,42.606276800235115,2555.8807170391083,0.4958909749984741,597.608642578125,338.0,,,,,,,427.68469780036344,1.7680729070358727,56.55875365889032,2024-08-05,2024-08,Q1
DC7CBDB5-86F7-4025-B3A2-C332006B0CEF,2024-08-09 01:25:07+00:00,2024-08-09T02:13:36Z,2908.647600054741,48.47746000091235,2908.14076089859,0.5068391561508179,555.4638671875,361.0,,,,,,,523.5517434506556,1.5386810725415512,64.99072600849163,2024-08-05,2024-08,Q1
57B409F1-E572-4893-8C30-20D60B25A753,2024-08-09 23:32:42+00:00,2024-08-10T00:04:46Z,1924.1167559623718,32.06861259937286,1923.5429899692535,0.5737659931182861,531.03173828125,254.0,,,,,,,362.2275000351276,2.0906761349655514,47.8314160321382,2024-08-05,2024-08,Q1
F3A73051-473F-428A-8818-06BB4B519AAF,2024-08-10 19:41:35+00:00,2024-08-10T20:29:45Z,2890.6012949943542,48.1766882499059,2890.0910999774933,0.5101950168609619,1136.619140625,271.0,,,,,,,254.27084558758182,4.194166570571956,23.84263913160775,2024-08-05,2024-08,Q1
96BCA410-47D6-48BB-B297-029A896D950E,2024-08-11 22:12:59+00:00,2024-08-11T23:27:55Z,4495.807057023048,74.93011761705081,4495.278329014778,0.5287280082702637,1270.0556640625,221.0,,,,,,,353.9434102152521,5.746858208427602,17.400812126067926,2024-08-05,2024-08,Q1
763C08BA-35E4-42D3-BE92-85DC14E1936E,2024-08-13 01:43:33+00:00,2024-08-13T02:32:54Z,2960.5226789712906,49.34204464952151,2959.9969630241394,0.5257159471511841,1210.486328125,138.0,,,,,,,244.52956586540458,8.771640058876812,11.400376591923765,2024-08-12,2024-08,Q1
E3BB2E3C-51DE-460C-B60F-D4364E3E9CF0,2024-08-14 00:54:09+00:00,2024-08-14T01:32:55Z,2325.504963040352,38.75841605067253,2324.938626050949,0.566336989402771,1117.1240234375,145.0,,,,,,,208.11821939849483,7.704303609913793,12.979758465297417,2024-08-12,2024-08,Q1
500A4C2D-2636-4921-BC03-7A154A323D47,2024-08-14 23:50:40+00:00,2024-08-15T01:44:26Z,6825.50123500824,113.758353916804,2593.5429779291153,4231.958257079124,1531.6200408935547,418.0001127027196,,,,22.86,,,169.3333143131262,3.664161789312335,27.29137132854806,2024-08-12,2024-08,Q1
FBCAB34B-82F6-4007-8AFC-9FF4F467A4A0,2024-08-15 23:17:54+00:00,2024-08-16T01:25:02Z,7628.787335038185,127.14645558396975,3456.420881509781,4172.366453528404,2766.060073852539,748.0003957370861,,,,22.86,,,124.95827238834023,3.6979393187711342,27.04208787104465,2024-08-12,2024-08,Q1
561FB47D-EFBA-4D57-AFBA-442C292FE29F,2024-08-16 23:15:03+00:00,2024-08-17T01:25:46Z,7842.865543007851,130.7144257167975,3935.5533459186554,3907.3121970891953,2354.580062866211,648.0000842749831,,,,22.86,,,167.14459652427104,3.633610735561308,27.520834585092764,2024-08-12,2024-08,Q1
85374E40-5B49-4CDE-8477-70926CB4DF65,2024-08-19 23:37:10+00:00,2024-08-20T01:23:33Z,6382.590183973312,106.37650306622187,2757.2066497802734,3625.383534193039,2903.2200775146484,856.0000932900468,,,,22.86,,,94.97063867581915,3.391611870456797,29.48450583955869,2024-08-19,2024-08,Q1
DFC2854D-C262-4731-9C5E-CEC584A801CB,2024-08-20 23:13:58+00:00,2024-08-21T01:31:52Z,8274.343063950539,137.90571773250898,3245.1222900152206,5029.220773935318,3086.100082397461,1025.0004183366211,,,,22.86,,,105.15285322484493,3.0108281198612667,33.21345358120536,2024-08-19,2024-08,Q1
C837F7DC-328E-4AF2-B1C5-EF73D5647413,2024-08-21 23:40:57+00:00,2024-08-22T01:46:24Z,7526.707884073257,125.44513140122096,3144.762493491173,4381.945390582085,2400.300064086914,805.0006234093531,,,,22.86,,,131.01539013987636,2.9817369009245236,33.53749955906365,2024-08-19,2024-08,Q1
317DC285-6BBB-4425-9924-7A64EFC4BBA0,2024-08-22 23:15:50+00:00,2024-08-23T01:45:13Z,8963.392701029778,149.3898783504963,2534.1134333610535,6429.279267668724,2286.0000610351562,909.0001006028647,,,,22.86,,,110.8536030490544,2.5148512739647018,39.763782866709434,2024-08-19,2024-08,Q1
5C18CC02-DA74-4213-8197-CD5D1BB9DA4A,2024-08-26 23:45:33+00:00,2024-08-27T01:28:07Z,6154.295753002167,102.57159588336944,3542.0574810504913,2612.2382719516754,3726.1800994873047,1050.0000985770127,,,,22.86,,,95.05867635163025,3.5487426187265316,28.178994856461316,2024-08-26,2024-08,Q1
B8A107B5-D9E1-4B35-960D-59631B162067,2024-08-27 23:16:25+00:00,2024-08-28T01:20:13Z,7428.144593954086,123.80240989923477,3543.621569752693,3884.523024201393,3291.840087890625,917.0001064901373,,,,22.86,,,107.64865470799363,3.589792481584657,27.8567634516457,2024-08-26,2024-08,Q1
4FAE3B46-D06C-4EE4-8B8A-FD1CE28CB812,2024-08-28 23:45:32+00:00,2024-08-29T01:29:20Z,6228.0698980093,103.80116496682167,2505.432974934578,3722.6369230747223,3040.380081176758,1060.0,,,,22.86,,,82.40525552860706,2.8682830954497716,34.864062113896445,2024-08-26,2024-08,Q1
B5E3268D-2B78-4382-827E-1E4CFFFBB01D,2024-08-29 23:17:13+00:00,2024-08-30T01:45:29Z,8895.984503984451,148.26640839974087,3619.22787296772,5276.756631016731,3314.7000885009766,1023.0019843704769,,,,22.86,,,109.18718968039312,3.2401697544513937,30.86258053690505,2024-08-26,2024-08,Q1
99E797F2-BA90-442B-B8B1-A0B740FD9122,2024-08-30 23:20:18+00:00,2024-08-31T01:14:53Z,6875.368833899498,114.58948056499163,2623.2560156583786,4252.112818241119,2880.360076904297,1028.0000739795541,,,,22.86,,,91.07389165307957,2.8019064879576887,35.689984812052046,2024-08-26,2024-08,Q1
4E590C66-ABC7-4BFB-B24F-C20266E87F86,2024-09-03 23:35:23+00:00,2024-09-04T01:31:04Z,6941.443382978439,115.69072304964065,2608.5083414316177,4332.935041546822,2926.080078125,901.0,,,,22.86,,,89.14685421402142,3.24759165163707,30.792048609187443,2024-09-02,2024-09,Q1
F7B62F77-2990-4810-AFD1-C4394873B17F,2024-09-05 23:15:27+00:00,2024-09-06T01:47:06Z,9099.3095099926,151.65515849987665,3318.06469643116,5781.2448135614395,3634.7400970458984,1078.0045307975824,,,,22.86,,,91.28753660070184,3.371729889072605,29.658366265959994,2024-09-02,2024-09,Q1
3384CCA9-0E49-48BB-903F-D81E40075177,2024-09-09 23:36:44+00:00,2024-09-10T01:42:40Z,7555.788905978203,125.92981509963671,3735.128355383873,3820.66055059433,4160.520111083984,1298.0000593868758,,,,22.86,,,89.77551497547552,3.205331217819243,31.19802391842529,2024-09-09,2024-09,Q1
8F5AF88C-A37C-4B42-9210-EE07ADCE2457,2024-09-10 23:22:38+00:00,2024-09-11T00:44:34Z,4915.931534171104,81.93219223618507,2606.3166024684906,2309.614931702614,2811.780075073242,669.0052679087665,,,,22.86,,,92.69276162719093,4.20292665835434,23.79294432873951,2024-09-09,2024-09,Q1
E4B4CBD5-F997-428A-9035-160232763B93,2024-09-11 23:41:28+00:00,2024-09-12T01:50:40Z,7752.440778017044,129.20734630028406,3379.8507257699966,4372.590052247047,3177.540084838867,994.0000007458574,,,,22.86,,,106.36689500461137,3.196720404883873,31.28206015365698,2024-09-09,2024-09,Q1
9CEC3972-5BC3-422B-BD17-A4A4BDFA72B7,2024-09-12 23:13:07+00:00,2024-09-13T01:45:42Z,9154.081266999245,152.56802111665408,3814.7681469917297,5339.313120007515,3589.0200958251953,1121.0001666839244,,,,22.86,,,106.28996342007468,3.201623159827014,31.234156866045122,2024-09-09,2024-09,Q1
551AFFD4-D822-4AC0-8810-41F594FE4A5F,2024-09-14 13:57:42+00:00,2024-09-14T15:37:52Z,6010.548480987549,100.17580801645914,2489.7940378189087,3520.75444316864,2583.1800689697266,956.0,,,,22.86,,,96.38484237809779,2.7020712018511786,37.0086472671373,2024-09-09,2024-09,Q1
0370C2CA-2544-4C33-9AA5-18C3C28555C7,2024-09-16 23:44:49+00:00,2024-09-17T01:46:16Z,7286.887547969818,121.44812579949696,4021.094040751457,3265.793507218361,4297.680114746094,1408.0000011277846,,,,22.86,,,93.56429360469102,3.0523296245054854,32.76186136554672,2024-09-16,2024-09,Q1
B9055498-ED59-4F19-AE96-5E867E814D4E,2024-09-17 23:18:04+00:00,2024-09-18T01:27:25Z,7761.747276067734,129.3624546011289,3788.598519921303,3973.148756146431,3657.60009765625,1136.00031320462,,,,22.86,,,103.58154032063251,3.2197175081213483,31.05862540665822,2024-09-16,2024-09,Q1
B5B05F1B-24D2-474F-B380-B320AE9C13C7,2024-09-18 23:47:14+00:00,2024-09-19T01:50:05Z,7371.312222957611,122.85520371596019,3701.892512202263,3669.419710755348,3314.7000885009766,936.0007366386643,,,,22.86,,,111.68106957985415,3.541343461335961,28.23787104859784,2024-09-16,2024-09,Q1
EAC9D0A1-B26D-40FD-9B2C-40161CFA1AD6,2024-09-19 23:27:14+00:00,2024-09-20T01:38:24Z,7869.890802979469,131.1648467163245,2818.51515853405,5051.375644445419,2171.7000579833984,844.0001731370904,,,,22.86,,,129.78381375332614,2.5731038062602987,38.863570042025685,2024-09-16,2024-09,Q1
01CF9577-FE5A-4A55-AD3B-55444AF8272D,2024-09-23 23:44:53+00:00,2024-09-24T01:34:50Z,6596.8381670713425,109.94730278452238,3331.9228163957596,3264.915350675583,3611.880096435547,1224.000309903821,,,,22.86,,,92.24898743687343,2.950881684596436,33.888176717487084,2024-09-23,2024-09,Q1
85FCED2B-BA1E-445B-B7C7-D0D40B67E9FD,2024-09-24 23:14:50+00:00,2024-09-25T01:19:02Z,7452.232156991959,124.20386928319931,3479.9065366983414,3972.3256202936172,4137.660110473633,1435.0103789232076,,,,22.86,,,84.10324782090429,2.88336598204845,34.6816882152977,2024-09-23,2024-09,Q1
1EB0DB9F-3FF8-4B79-A150-D8885FC1A27A,2024-09-25 23:42:49+00:00,2024-09-26T01:33:06Z,6617.2454479932785,110.28742413322131,3816.634196996689,2800.6112509965897,3360.4200897216797,1012.0000575242058,,,,22.86,,,113.57610343630562,3.320573022439085,30.11528411639816,2024-09-23,2024-09,Q1
873ADA68-6D51-48BB-9EEA-C9C5CC65A9B8,2024-09-26 23:16:54+00:00,2024-09-27T01:25:48Z,7733.844969987869,128.8974161664645,3794.8497281074524,3938.995241880417,4046.2201080322266,1329.000766043208,,,,22.86,,,93.78752580894513,3.0445581458007056,32.845488642720746,2024-09-23,2024-09,Q1
261372B3-087F-4027-A973-B21FD1784AD2,2024-09-27 23:25:57+00:00,2024-09-28T00:32:34Z,3996.900517463684,66.61500862439473,1852.2667173147202,2144.633800148964,2034.540054321289,613.0001003861789,,,,22.86,,,91.04105438379416,3.318988125841359,30.129664888346092,2024-09-23,2024-09,Q1
DCB132BC-5E09-4986-AA4B-BB8A59144D60,2024-09-30 23:48:48+00:00,2024-10-01T01:48:22Z,7173.5625,119.559375,3624.713510990143,3548.848989009857,4274.820114135742,1342.0009313703538,,,,22.86,,,84.7921880736955,3.1854077103885516,31.393155630869664,2024-09-30,2024-09,Q1
FED215AF-EC02-45A1-8BDA-364CC5D9B167,2024-10-01 23:20:12+00:00,2024-10-02T01:48:21Z,8888.686637997627,148.14477729996045,5382.051386594772,3506.635251402855,3177.540084838867,836.0000678502861,,,,22.86,,,169.37792263500887,3.800884960463798,26.30966236552385,2024-09-30,2024-10,Q1
6C0FBD51-9AB3-4632-886B-73CD752D6E02,2024-10-03 23:21:47+00:00,2024-10-04T01:17:03Z,6915.5951499938965,115.25991916656494,3004.698720097542,3910.8964298963547,2994.6600799560547,1054.0031429645267,,,,22.86,,,100.33521801718592,2.841225000082227,35.196086194196496,2024-09-30,2024-10,Q1
FE0D7B1F-0A14-483E-8A21-8B58D09E9FFF,2024-10-05 16:26:21+00:00,2024-10-05T17:09:21Z,2579.7287600040436,42.99547933340072,1896.0646579265594,683.6641020774841,326.8834319313464,146.0,,,,,,,580.0430589962663,2.238927615968126,44.664239829280675,2024-09-30,2024-10,Q1
FA972174-A7F5-41B8-81FD-1A76BC6EF65F,2024-10-08 23:41:25+00:00,2024-10-09T01:52:53Z,7887.384997010231,131.45641661683717,4749.178750157356,3138.2062468528748,4069.080108642578,1016.0004955659787,,,,22.86,,,116.71381794795028,4.004998153446603,24.968800525898484,2024-10-07,2024-10,Q1
D0CBA4BF-D630-4E01-B727-4792B6DD8CA8,2024-10-10 23:20:10+00:00,2024-10-11T01:38:15Z,8284.273037075996,138.07121728459995,5351.80266058445,2932.4703764915466,3726.1800994873047,1007.0000473983745,,,,22.86,,,143.6270528448375,3.7002779782523767,27.024996659096818,2024-10-07,2024-10,Q1
