swimmer,event,course,time,time_seconds,date,meet,age,points,team,lsc,standard,rank,person_key,swim_event_key,meet_key,sort_key,usas_swim_time_key,source_file,raw_json,race_date,race_time,race_time_sec,distance,stroke,raw_record,event_course,event_best_sec,is_best_time,percent_off_best,is_current_year
gmo,100 FL SCY,SCY,1:26.09,86.09,2021-02-20,2021 SN CCA Feb 2021 NSS and CCA,11,218.0,California Capital Aquatics,SN,Slower than B,,1731452,18,98333,1180008609.0,61928922,gmo-result,"{""Age"": ""11"", ""Event"": ""100 FL SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""218"", ""SortKey"": ""1180008609.00"", ""Swim Date"": ""02/20/2021"", ""Swim Time"": ""1:26.09"", ""SwimEventKey"": ""18"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""Slower than B"", ""UsasSwimTimeKey"": ""61928922""}",2021-02-20,1:26.09,86.09,100.0,butterfly,"{'Age': '11', 'Event': '100 FL SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '218', 'SortKey': '1180008609.00', 'Swim Date': '02/20/2021', 'Swim Time': '1:26.09', 'SwimEventKey': '18', 'Team': 'California Capital Aquatics', 'Time Standard': 'Slower than B', 'UsasSwimTimeKey': '61928922'}",100 FL SCY SCY,65.48,False,31.475259621258395,False
gmo,100 BR SCY,SCY,1:34.55,94.55,2021-02-20,2021 SN CCA Feb 2021 NSS and CCA,11,261.0,California Capital Aquatics,SN,Slower than B,,1731452,15,98333,1150009455.0,104729746,gmo-result,"{""Age"": ""11"", ""Event"": ""100 BR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""261"", ""SortKey"": ""1150009455.00"", ""Swim Date"": ""02/20/2021"", ""Swim Time"": ""1:34.55"", ""SwimEventKey"": ""15"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""Slower than B"", ""UsasSwimTimeKey"": ""104729746""}",2021-02-20,1:34.55,94.55,100.0,breaststroke,"{'Age': '11', 'Event': '100 BR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '261', 'SortKey': '1150009455.00', 'Swim Date': '02/20/2021', 'Swim Time': '1:34.55', 'SwimEventKey': '15', 'Team': 'California Capital Aquatics', 'Time Standard': 'Slower than B', 'UsasSwimTimeKey': '104729746'}",100 BR SCY SCY,83.13,False,13.737519547696381,False
gmo,100 FR SCY,SCY,1:09.53,69.53,2021-02-21,2021 SN CCA Feb 2021 NSS and CCA,11,336.0,California Capital Aquatics,SN,2020-2024 B,,1731452,2,98333,1020006953.0,99362544,gmo-result,"{""Age"": ""11"", ""Event"": ""100 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""336"", ""SortKey"": ""1020006953.00"", ""Swim Date"": ""02/21/2021"", ""Swim Time"": ""1:09.53"", ""SwimEventKey"": ""2"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""99362544""}",2021-02-21,1:09.53,69.53,100.0,freestyle,"{'Age': '11', 'Event': '100 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '336', 'SortKey': '1020006953.00', 'Swim Date': '02/21/2021', 'Swim Time': '1:09.53', 'SwimEventKey': '2', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '99362544'}",100 FR SCY SCY,58.26,False,19.34431857191899,False
gmo,100 BK SCY,SCY,1:18.89,78.89,2021-02-21,2021 SN CCA Feb 2021 NSS and CCA,11,356.0,California Capital Aquatics,SN,2020-2024 B,,1731452,12,98333,1120007889.0,20420444,gmo-result,"{""Age"": ""11"", ""Event"": ""100 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""356"", ""SortKey"": ""1120007889.00"", ""Swim Date"": ""02/21/2021"", ""Swim Time"": ""1:18.89"", ""SwimEventKey"": ""12"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""20420444""}",2021-02-21,1:18.89,78.89,100.0,backstroke,"{'Age': '11', 'Event': '100 BK SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '356', 'SortKey': '1120007889.00', 'Swim Date': '02/21/2021', 'Swim Time': '1:18.89', 'SwimEventKey': '12', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '20420444'}",100 BK SCY SCY,69.09,False,14.184397163120563,False
gmo,500 FR SCY,SCY,6:13.92,373.92,2021-02-21,2021 SN CCA Feb 2021 NSS and CCA,11,458.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,4,98333,1040037392.0,26369250,gmo-result,"{""Age"": ""11"", ""Event"": ""500 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""458"", ""SortKey"": ""1040037392.00"", ""Swim Date"": ""02/21/2021"", ""Swim Time"": ""6:13.92"", ""SwimEventKey"": ""4"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""26369250""}",2021-02-21,6:13.92,373.92,500.0,freestyle,"{'Age': '11', 'Event': '500 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '458', 'SortKey': '1040037392.00', 'Swim Date': '02/21/2021', 'Swim Time': '6:13.92', 'SwimEventKey': '4', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '26369250'}",500 FR SCY SCY,325.9,False,14.734581159865002,False
gmo,200 IM SCY,SCY,2:50.72,170.72,2021-02-21,2021 SN CCA Feb 2021 NSS and CCA,11,357.0,California Capital Aquatics,SN,2020-2024 B,,1731452,21,98333,1210017072.0,123393556,gmo-result,"{""Age"": ""11"", ""Event"": ""200 IM SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Feb 2021 NSS and CCA"", ""MeetKey"": ""98333"", ""PersonKey"": ""1731452"", ""Points"": ""357"", ""SortKey"": ""1210017072.00"", ""Swim Date"": ""02/21/2021"", ""Swim Time"": ""2:50.72"", ""SwimEventKey"": ""21"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""123393556""}",2021-02-21,2:50.72,170.72,200.0,individual medley,"{'Age': '11', 'Event': '200 IM SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Feb 2021 NSS and CCA', 'MeetKey': '98333', 'PersonKey': '1731452', 'Points': '357', 'SortKey': '1210017072.00', 'Swim Date': '02/21/2021', 'Swim Time': '2:50.72', 'SwimEventKey': '21', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '123393556'}",200 IM SCY SCY,152.81,False,11.720437144165956,False
gmo,200 BK SCY,SCY,2:41.99,161.99,2021-03-20,2021 SN MARCH NSS and CCA,11,492.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,13,91624,1130016199.0,68084853,gmo-result,"{""Age"": ""11"", ""Event"": ""200 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""492"", ""SortKey"": ""1130016199.00"", ""Swim Date"": ""03/20/2021"", ""Swim Time"": ""2:41.99"", ""SwimEventKey"": ""13"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""68084853""}",2021-03-20,2:41.99,161.99,200.0,backstroke,"{'Age': '11', 'Event': '200 BK SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '492', 'SortKey': '1130016199.00', 'Swim Date': '03/20/2021', 'Swim Time': '2:41.99', 'SwimEventKey': '13', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '68084853'}",200 BK SCY SCY,143.56,False,12.837837837837842,False
gmo,50 BK SCY,SCY,36.42,36.42,2021-03-20,2021 SN MARCH NSS and CCA,11,359.0,California Capital Aquatics,SN,2020-2024 B,,1731452,11,91624,1110003642.0,52581228,gmo-result,"{""Age"": ""11"", ""Event"": ""50 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""359"", ""SortKey"": ""1110003642.00"", ""Swim Date"": ""03/20/2021"", ""Swim Time"": ""36.42"", ""SwimEventKey"": ""11"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""52581228""}",2021-03-20,36.42,36.42,50.0,backstroke,"{'Age': '11', 'Event': '50 BK SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '359', 'SortKey': '1110003642.00', 'Swim Date': '03/20/2021', 'Swim Time': '36.42', 'SwimEventKey': '11', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '52581228'}",50 BK SCY SCY,36.42,True,0.0,False
gmo,50 FL SCY,SCY,37.66,37.66,2021-03-20,2021 SN MARCH NSS and CCA,11,221.0,California Capital Aquatics,SN,Slower than B,,1731452,17,91624,1170003766.0,148706880,gmo-result,"{""Age"": ""11"", ""Event"": ""50 FL SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""221"", ""SortKey"": ""1170003766.00"", ""Swim Date"": ""03/20/2021"", ""Swim Time"": ""37.66"", ""SwimEventKey"": ""17"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""Slower than B"", ""UsasSwimTimeKey"": ""148706880""}",2021-03-20,37.66,37.66,50.0,butterfly,"{'Age': '11', 'Event': '50 FL SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '221', 'SortKey': '1170003766.00', 'Swim Date': '03/20/2021', 'Swim Time': '37.66', 'SwimEventKey': '17', 'Team': 'California Capital Aquatics', 'Time Standard': 'Slower than B', 'UsasSwimTimeKey': '148706880'}",50 FL SCY SCY,30.87,False,21.995464852607693,False
gmo,50 BR SCY,SCY,43.06,43.06,2021-03-21,2021 SN MARCH NSS and CCA,11,279.0,California Capital Aquatics,SN,Slower than B,,1731452,14,91624,1140004306.0,2494707,gmo-result,"{""Age"": ""11"", ""Event"": ""50 BR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""279"", ""SortKey"": ""1140004306.00"", ""Swim Date"": ""03/21/2021"", ""Swim Time"": ""43.06"", ""SwimEventKey"": ""14"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""Slower than B"", ""UsasSwimTimeKey"": ""2494707""}",2021-03-21,43.06,43.06,50.0,breaststroke,"{'Age': '11', 'Event': '50 BR SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '279', 'SortKey': '1140004306.00', 'Swim Date': '03/21/2021', 'Swim Time': '43.06', 'SwimEventKey': '14', 'Team': 'California Capital Aquatics', 'Time Standard': 'Slower than B', 'UsasSwimTimeKey': '2494707'}",50 BR SCY SCY,41.44,False,3.90926640926642,False
gmo,50 FR SCY,SCY,32.53,32.53,2021-03-21,2021 SN MARCH NSS and CCA,11,341.0,California Capital Aquatics,SN,2020-2024 B,,1731452,1,91624,1010003253.0,99284156,gmo-result,"{""Age"": ""11"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""341"", ""SortKey"": ""1010003253.00"", ""Swim Date"": ""03/21/2021"", ""Swim Time"": ""32.53"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""99284156""}",2021-03-21,32.53,32.53,50.0,freestyle,"{'Age': '11', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '341', 'SortKey': '1010003253.00', 'Swim Date': '03/21/2021', 'Swim Time': '32.53', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '99284156'}",50 FR SCY SCY,27.65,False,17.649186256781206,False
gmo,200 IM SCY,SCY,2:47.60,167.6,2021-03-21,2021 SN MARCH NSS and CCA,11,396.0,California Capital Aquatics,SN,2020-2024 B,,1731452,21,91624,1210016760.0,48669726,gmo-result,"{""Age"": ""11"", ""Event"": ""200 IM SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN MARCH NSS and CCA"", ""MeetKey"": ""91624"", ""PersonKey"": ""1731452"", ""Points"": ""396"", ""SortKey"": ""1210016760.00"", ""Swim Date"": ""03/21/2021"", ""Swim Time"": ""2:47.60"", ""SwimEventKey"": ""21"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""48669726""}",2021-03-21,2:47.60,167.6,200.0,individual medley,"{'Age': '11', 'Event': '200 IM SCY', 'LSC': 'SN', 'Meet': '2021 SN MARCH NSS and CCA', 'MeetKey': '91624', 'PersonKey': '1731452', 'Points': '396', 'SortKey': '1210016760.00', 'Swim Date': '03/21/2021', 'Swim Time': '2:47.60', 'SwimEventKey': '21', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '48669726'}",200 IM SCY SCY,152.81,False,9.678685949872385,False
gmo,50 FR SCY,SCY,31.55,31.55,2021-04-17,2021 SN CCA Spring Splash and Dash,11,404.0,California Capital Aquatics,SN,2020-2024 B,,1731452,1,67769,1010003155.0,85116140,gmo-result,"{""Age"": ""11"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""404"", ""SortKey"": ""1010003155.00"", ""Swim Date"": ""04/17/2021"", ""Swim Time"": ""31.55"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""85116140""}",2021-04-17,31.55,31.55,50.0,freestyle,"{'Age': '11', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '404', 'SortKey': '1010003155.00', 'Swim Date': '04/17/2021', 'Swim Time': '31.55', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '85116140'}",50 FR SCY SCY,27.65,False,14.104882459312847,False
gmo,100 BK SCY,SCY,1:17.28,77.28,2021-04-17,2021 SN CCA Spring Splash and Dash,11,399.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,12,67769,1120007728.0,67941246,gmo-result,"{""Age"": ""11"", ""Event"": ""100 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""399"", ""SortKey"": ""1120007728.00"", ""Swim Date"": ""04/17/2021"", ""Swim Time"": ""1:17.28"", ""SwimEventKey"": ""12"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""67941246""}",2021-04-17,1:17.28,77.28,100.0,backstroke,"{'Age': '11', 'Event': '100 BK SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '399', 'SortKey': '1120007728.00', 'Swim Date': '04/17/2021', 'Swim Time': '1:17.28', 'SwimEventKey': '12', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '67941246'}",100 BK SCY SCY,69.09,False,11.854103343465042,False
gmo,200 FR SCY,SCY,2:22.94,142.94,2021-04-17,2021 SN CCA Spring Splash and Dash,11,427.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,3,67769,1030014294.0,142026770,gmo-result,"{""Age"": ""11"", ""Event"": ""200 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""427"", ""SortKey"": ""1030014294.00"", ""Swim Date"": ""04/17/2021"", ""Swim Time"": ""2:22.94"", ""SwimEventKey"": ""3"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""142026770""}",2021-04-17,2:22.94,142.94,200.0,freestyle,"{'Age': '11', 'Event': '200 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '427', 'SortKey': '1030014294.00', 'Swim Date': '04/17/2021', 'Swim Time': '2:22.94', 'SwimEventKey': '3', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '142026770'}",200 FR SCY SCY,124.66,False,14.663885769292476,False
gmo,200 IM SCY,SCY,2:47.76,167.76,2021-04-18,2021 SN CCA Spring Splash and Dash,11,394.0,California Capital Aquatics,SN,2020-2024 B,,1731452,21,67769,1210016776.0,153167816,gmo-result,"{""Age"": ""11"", ""Event"": ""200 IM SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""394"", ""SortKey"": ""1210016776.00"", ""Swim Date"": ""04/18/2021"", ""Swim Time"": ""2:47.76"", ""SwimEventKey"": ""21"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""153167816""}",2021-04-18,2:47.76,167.76,200.0,individual medley,"{'Age': '11', 'Event': '200 IM SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '394', 'SortKey': '1210016776.00', 'Swim Date': '04/18/2021', 'Swim Time': '2:47.76', 'SwimEventKey': '21', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '153167816'}",200 IM SCY SCY,152.81,False,9.783391139323335,False
gmo,100 FL SCY,SCY,1:23.74,83.74,2021-04-18,2021 SN CCA Spring Splash and Dash,11,268.0,California Capital Aquatics,SN,2020-2024 B,,1731452,18,67769,1180008374.0,135970625,gmo-result,"{""Age"": ""11"", ""Event"": ""100 FL SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""268"", ""SortKey"": ""1180008374.00"", ""Swim Date"": ""04/18/2021"", ""Swim Time"": ""1:23.74"", ""SwimEventKey"": ""18"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""135970625""}",2021-04-18,1:23.74,83.74,100.0,butterfly,"{'Age': '11', 'Event': '100 FL SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '268', 'SortKey': '1180008374.00', 'Swim Date': '04/18/2021', 'Swim Time': '1:23.74', 'SwimEventKey': '18', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '135970625'}",100 FL SCY SCY,65.48,False,27.886377519853372,False
gmo,100 FR SCY,SCY,1:08.05,68.05,2021-04-18,2021 SN CCA Spring Splash and Dash,11,382.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,2,67769,1020006805.0,16133155,gmo-result,"{""Age"": ""11"", ""Event"": ""100 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA Spring Splash and Dash"", ""MeetKey"": ""67769"", ""PersonKey"": ""1731452"", ""Points"": ""382"", ""SortKey"": ""1020006805.00"", ""Swim Date"": ""04/18/2021"", ""Swim Time"": ""1:08.05"", ""SwimEventKey"": ""2"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""16133155""}",2021-04-18,1:08.05,68.05,100.0,freestyle,"{'Age': '11', 'Event': '100 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA Spring Splash and Dash', 'MeetKey': '67769', 'PersonKey': '1731452', 'Points': '382', 'SortKey': '1020006805.00', 'Swim Date': '04/18/2021', 'Swim Time': '1:08.05', 'SwimEventKey': '2', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '16133155'}",100 FR SCY SCY,58.26,False,16.8039821489873,False
gmo,500 FR SCY,SCY,6:06.47,366.47,2021-04-24,2021 SN Distance Dual,11,507.0,California Capital Aquatics,SN,2020-2024 A,,1731452,4,122780,1040036647.0,133387433,gmo-result,"{""Age"": ""11"", ""Event"": ""500 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN Distance Dual"", ""MeetKey"": ""122780"", ""PersonKey"": ""1731452"", ""Points"": ""507"", ""SortKey"": ""1040036647.00"", ""Swim Date"": ""04/24/2021"", ""Swim Time"": ""6:06.47"", ""SwimEventKey"": ""4"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 A"", ""UsasSwimTimeKey"": ""133387433""}",2021-04-24,6:06.47,366.47,500.0,freestyle,"{'Age': '11', 'Event': '500 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN Distance Dual', 'MeetKey': '122780', 'PersonKey': '1731452', 'Points': '507', 'SortKey': '1040036647.00', 'Swim Date': '04/24/2021', 'Swim Time': '6:06.47', 'SwimEventKey': '4', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 A', 'UsasSwimTimeKey': '133387433'}",500 FR SCY SCY,325.9,False,12.448603866216647,False
gmo,100 IM SCY,SCY,1:17.84,77.84,2021-06-12,2021 SN CCA June Time Trial,12,308.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,20,38499,1200007784.0,141526915,gmo-result,"{""Age"": ""12"", ""Event"": ""100 IM SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA June Time Trial"", ""MeetKey"": ""38499"", ""PersonKey"": ""1731452"", ""Points"": ""308"", ""SortKey"": ""1200007784.00"", ""Swim Date"": ""06/12/2021"", ""Swim Time"": ""1:17.84"", ""SwimEventKey"": ""20"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""141526915""}",2021-06-12,1:17.84,77.84,100.0,individual medley,"{'Age': '12', 'Event': '100 IM SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA June Time Trial', 'MeetKey': '38499', 'PersonKey': '1731452', 'Points': '308', 'SortKey': '1200007784.00', 'Swim Date': '06/12/2021', 'Swim Time': '1:17.84', 'SwimEventKey': '20', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '141526915'}",100 IM SCY SCY,75.75,False,2.7590759075907636,False
gmo,50 FR SCY,SCY,32.54,32.54,2021-06-12,2021 SN CCA June Time Trial,12,262.0,California Capital Aquatics,SN,2020-2024 B,,1731452,1,38499,1010003254.0,69132201,gmo-result,"{""Age"": ""12"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA June Time Trial"", ""MeetKey"": ""38499"", ""PersonKey"": ""1731452"", ""Points"": ""262"", ""SortKey"": ""1010003254.00"", ""Swim Date"": ""06/12/2021"", ""Swim Time"": ""32.54"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""69132201""}",2021-06-12,32.54,32.54,50.0,freestyle,"{'Age': '12', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA June Time Trial', 'MeetKey': '38499', 'PersonKey': '1731452', 'Points': '262', 'SortKey': '1010003254.00', 'Swim Date': '06/12/2021', 'Swim Time': '32.54', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '69132201'}",50 FR SCY SCY,27.65,False,17.685352622061487,False
gmo,100 BR SCY,SCY,1:32.24,92.24,2021-06-12,2021 SN CCA June Time Trial,12,206.0,California Capital Aquatics,SN,2020-2024 B,,1731452,15,38499,1150009224.0,16056444,gmo-result,"{""Age"": ""12"", ""Event"": ""100 BR SCY"", ""LSC"": ""SN"", ""Meet"": ""2021 SN CCA June Time Trial"", ""MeetKey"": ""38499"", ""PersonKey"": ""1731452"", ""Points"": ""206"", ""SortKey"": ""1150009224.00"", ""Swim Date"": ""06/12/2021"", ""Swim Time"": ""1:32.24"", ""SwimEventKey"": ""15"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""16056444""}",2021-06-12,1:32.24,92.24,100.0,breaststroke,"{'Age': '12', 'Event': '100 BR SCY', 'LSC': 'SN', 'Meet': '2021 SN CCA June Time Trial', 'MeetKey': '38499', 'PersonKey': '1731452', 'Points': '206', 'SortKey': '1150009224.00', 'Swim Date': '06/12/2021', 'Swim Time': '1:32.24', 'SwimEventKey': '15', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '16056444'}",100 BR SCY SCY,83.13,False,10.95873932395044,False
