swimmer,event,course,time,time_seconds,date,meet,age,points,team,lsc,standard,rank,person_key,swim_event_key,meet_key,sort_key,usas_swim_time_key,source_file,raw_json,race_date,race_time,race_time_sec,distance,stroke,raw_record,event_course,event_best_sec,is_best_time,percent_off_best,is_current_year
gmo,500 FR SCY,SCY,5:50.68,350.68,2022-10-23,SN Sac Regional Open,13,399.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,4,160496,1040035068.0,16079825,gmo-result,"{""Age"": ""13"", ""Event"": ""500 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Sac Regional Open"", ""MeetKey"": ""160496"", ""PersonKey"": ""1731452"", ""Points"": ""399"", ""SortKey"": ""1040035068.00"", ""Swim Date"": ""10/23/2022"", ""Swim Time"": ""5:50.68"", ""SwimEventKey"": ""4"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""16079825""}",2022-10-23,5:50.68,350.68,500.0,freestyle,"{'Age': '13', 'Event': '500 FR SCY', 'LSC': 'SN', 'Meet': 'SN Sac Regional Open', 'MeetKey': '160496', 'PersonKey': '1731452', 'Points': '399', 'SortKey': '1040035068.00', 'Swim Date': '10/23/2022', 'Swim Time': '5:50.68', 'SwimEventKey': '4', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '16079825'}",500 FR SCY SCY,325.9,False,7.603559374041126,False
gmo,1650 FR SCY,SCY,19:28.00,1168.0,2022-11-05,PC TERA Short Course Senior 2 T/F,13,529.0,California Capital Aquatics,SN,2020-2024 A,,1731452,6,158739,1060116800.0,101243729,gmo-result,"{""Age"": ""13"", ""Event"": ""1650 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""PC TERA Short Course Senior 2 T/F"", ""MeetKey"": ""158739"", ""PersonKey"": ""1731452"", ""Points"": ""529"", ""SortKey"": ""1060116800.00"", ""Swim Date"": ""11/05/2022"", ""Swim Time"": ""19:28.00"", ""SwimEventKey"": ""6"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 A"", ""UsasSwimTimeKey"": ""101243729""}",2022-11-05,19:28.00,1168.0,1650.0,freestyle,"{'Age': '13', 'Event': '1650 FR SCY', 'LSC': 'SN', 'Meet': 'PC TERA Short Course Senior 2 T/F', 'MeetKey': '158739', 'PersonKey': '1731452', 'Points': '529', 'SortKey': '1060116800.00', 'Swim Date': '11/05/2022', 'Swim Time': '19:28.00', 'SwimEventKey': '6', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 A', 'UsasSwimTimeKey': '101243729'}",1650 FR SCY SCY,1135.36,False,2.874859075535522,False
gmo,50 FR SCY,SCY,29.35,29.35,2022-11-05,PC TERA Short Course Senior 2 T/F,13,406.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,1,158739,1010002935.0,10246660,gmo-result,"{""Age"": ""13"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""PC TERA Short Course Senior 2 T/F"", ""MeetKey"": ""158739"", ""PersonKey"": ""1731452"", ""Points"": ""406"", ""SortKey"": ""1010002935.00"", ""Swim Date"": ""11/05/2022"", ""Swim Time"": ""29.35"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""10246660""}",2022-11-05,29.35,29.35,50.0,freestyle,"{'Age': '13', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': 'PC TERA Short Course Senior 2 T/F', 'MeetKey': '158739', 'PersonKey': '1731452', 'Points': '406', 'SortKey': '1010002935.00', 'Swim Date': '11/05/2022', 'Swim Time': '29.35', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '10246660'}",50 FR SCY SCY,27.65,False,6.148282097649197,False
gmo,500 FR SCY,SCY,5:38.28,338.28,2022-11-06,PC TERA Short Course Senior 2 T/F,13,492.0,California Capital Aquatics,SN,2020-2024 A,,1731452,4,158739,1040033828.0,103618918,gmo-result,"{""Age"": ""13"", ""Event"": ""500 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""PC TERA Short Course Senior 2 T/F"", ""MeetKey"": ""158739"", ""PersonKey"": ""1731452"", ""Points"": ""492"", ""SortKey"": ""1040033828.00"", ""Swim Date"": ""11/06/2022"", ""Swim Time"": ""5:38.28"", ""SwimEventKey"": ""4"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 A"", ""UsasSwimTimeKey"": ""103618918""}",2022-11-06,5:38.28,338.28,500.0,freestyle,"{'Age': '13', 'Event': '500 FR SCY', 'LSC': 'SN', 'Meet': 'PC TERA Short Course Senior 2 T/F', 'MeetKey': '158739', 'PersonKey': '1731452', 'Points': '492', 'SortKey': '1040033828.00', 'Swim Date': '11/06/2022', 'Swim Time': '5:38.28', 'SwimEventKey': '4', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 A', 'UsasSwimTimeKey': '103618918'}",500 FR SCY SCY,325.9,False,3.798711261123043,False
gmo,100 FR SCY,SCY,1:01.39,61.39,2022-11-06,PC TERA Short Course Senior 2 T/F,13,438.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,2,158739,1020006139.0,108412381,gmo-result,"{""Age"": ""13"", ""Event"": ""100 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""PC TERA Short Course Senior 2 T/F"", ""MeetKey"": ""158739"", ""PersonKey"": ""1731452"", ""Points"": ""438"", ""SortKey"": ""1020006139.00"", ""Swim Date"": ""11/06/2022"", ""Swim Time"": ""1:01.39"", ""SwimEventKey"": ""2"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""108412381""}",2022-11-06,1:01.39,61.39,100.0,freestyle,"{'Age': '13', 'Event': '100 FR SCY', 'LSC': 'SN', 'Meet': 'PC TERA Short Course Senior 2 T/F', 'MeetKey': '158739', 'PersonKey': '1731452', 'Points': '438', 'SortKey': '1020006139.00', 'Swim Date': '11/06/2022', 'Swim Time': '1:01.39', 'SwimEventKey': '2', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '108412381'}",100 FR SCY SCY,58.26,False,5.3724682457947175,False
gmo,50 FR SCY,SCY,29.05,29.05,2022-11-19,SN Cranberry Classic,13,429.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,1,160491,1010002905.0,38633005,gmo-result,"{""Age"": ""13"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""429"", ""SortKey"": ""1010002905.00"", ""Swim Date"": ""11/19/2022"", ""Swim Time"": ""29.05"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""38633005""}",2022-11-19,29.05,29.05,50.0,freestyle,"{'Age': '13', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '429', 'SortKey': '1010002905.00', 'Swim Date': '11/19/2022', 'Swim Time': '29.05', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '38633005'}",50 FR SCY SCY,27.65,False,5.063291139240515,False
gmo,200 FR SCY,SCY,2:14.69,134.69,2022-11-19,SN Cranberry Classic,13,360.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,3,160491,1030013469.0,103478942,gmo-result,"{""Age"": ""13"", ""Event"": ""200 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""360"", ""SortKey"": ""1030013469.00"", ""Swim Date"": ""11/19/2022"", ""Swim Time"": ""2:14.69"", ""SwimEventKey"": ""3"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""103478942""}",2022-11-19,2:14.69,134.69,200.0,freestyle,"{'Age': '13', 'Event': '200 FR SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '360', 'SortKey': '1030013469.00', 'Swim Date': '11/19/2022', 'Swim Time': '2:14.69', 'SwimEventKey': '3', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '103478942'}",200 FR SCY SCY,124.66,False,8.045884806674154,False
gmo,100 BK SCY,SCY,1:09.87,69.87,2022-11-19,SN Cranberry Classic,13,406.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,12,160491,1120006987.0,9537279,gmo-result,"{""Age"": ""13"", ""Event"": ""100 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""406"", ""SortKey"": ""1120006987.00"", ""Swim Date"": ""11/19/2022"", ""Swim Time"": ""1:09.87"", ""SwimEventKey"": ""12"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""9537279""}",2022-11-19,1:09.87,69.87,100.0,backstroke,"{'Age': '13', 'Event': '100 BK SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '406', 'SortKey': '1120006987.00', 'Swim Date': '11/19/2022', 'Swim Time': '1:09.87', 'SwimEventKey': '12', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '9537279'}",100 BK SCY SCY,69.09,False,1.1289622231871488,False
gmo,100 BR SCY,SCY,1:24.82,84.82,2022-11-20,SN Cranberry Classic,13,275.0,California Capital Aquatics,SN,2020-2024 B,,1731452,15,160491,1150008482.0,9538547,gmo-result,"{""Age"": ""13"", ""Event"": ""100 BR SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""275"", ""SortKey"": ""1150008482.00"", ""Swim Date"": ""11/20/2022"", ""Swim Time"": ""1:24.82"", ""SwimEventKey"": ""15"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""9538547""}",2022-11-20,1:24.82,84.82,100.0,breaststroke,"{'Age': '13', 'Event': '100 BR SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '275', 'SortKey': '1150008482.00', 'Swim Date': '11/20/2022', 'Swim Time': '1:24.82', 'SwimEventKey': '15', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '9538547'}",100 BR SCY SCY,83.13,False,2.0329604234331744,False
gmo,200 IM SCY,SCY,2:32.81,152.81,2022-11-20,SN Cranberry Classic,13,403.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,21,160491,1210015281.0,133514581,gmo-result,"{""Age"": ""13"", ""Event"": ""200 IM SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""403"", ""SortKey"": ""1210015281.00"", ""Swim Date"": ""11/20/2022"", ""Swim Time"": ""2:32.81"", ""SwimEventKey"": ""21"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""133514581""}",2022-11-20,2:32.81,152.81,200.0,individual medley,"{'Age': '13', 'Event': '200 IM SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '403', 'SortKey': '1210015281.00', 'Swim Date': '11/20/2022', 'Swim Time': '2:32.81', 'SwimEventKey': '21', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '133514581'}",200 IM SCY SCY,152.81,True,0.0,False
gmo,100 FL SCY,SCY,1:12.66,72.66,2022-11-20,SN Cranberry Classic,13,322.0,California Capital Aquatics,SN,2020-2024 B,,1731452,18,160491,1180007266.0,4864685,gmo-result,"{""Age"": ""13"", ""Event"": ""100 FL SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""322"", ""SortKey"": ""1180007266.00"", ""Swim Date"": ""11/20/2022"", ""Swim Time"": ""1:12.66"", ""SwimEventKey"": ""18"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""4864685""}",2022-11-20,1:12.66,72.66,100.0,butterfly,"{'Age': '13', 'Event': '100 FL SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '322', 'SortKey': '1180007266.00', 'Swim Date': '11/20/2022', 'Swim Time': '1:12.66', 'SwimEventKey': '18', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '4864685'}",100 FL SCY SCY,65.48,False,10.965180207696996,False
gmo,100 FR SCY,SCY,1:01.95,61.95,2022-11-20,SN Cranberry Classic,13,416.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,2,160491,1020006195.0,110121390,gmo-result,"{""Age"": ""13"", ""Event"": ""100 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""SN Cranberry Classic"", ""MeetKey"": ""160491"", ""PersonKey"": ""1731452"", ""Points"": ""416"", ""SortKey"": ""1020006195.00"", ""Swim Date"": ""11/20/2022"", ""Swim Time"": ""1:01.95"", ""SwimEventKey"": ""2"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""110121390""}",2022-11-20,1:01.95,61.95,100.0,freestyle,"{'Age': '13', 'Event': '100 FR SCY', 'LSC': 'SN', 'Meet': 'SN Cranberry Classic', 'MeetKey': '160491', 'PersonKey': '1731452', 'Points': '416', 'SortKey': '1020006195.00', 'Swim Date': '11/20/2022', 'Swim Time': '1:01.95', 'SwimEventKey': '2', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '110121390'}",100 FR SCY SCY,58.26,False,6.333676622039143,False
gmo,50 FR SCY,SCY,29.01,29.01,2023-01-15,2023 SN DART SACRAMENTO JUNIOR+ TRIALS/FINALS MEET,13,432.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,1,163498,1010002901.0,8501310,gmo-result,"{""Age"": ""13"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN DART SACRAMENTO JUNIOR+ TRIALS/FINALS MEET"", ""MeetKey"": ""163498"", ""PersonKey"": ""1731452"", ""Points"": ""432"", ""SortKey"": ""1010002901.00"", ""Swim Date"": ""01/15/2023"", ""Swim Time"": ""29.01"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""8501310""}",2023-01-15,29.01,29.01,50.0,freestyle,"{'Age': '13', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN DART SACRAMENTO JUNIOR+ TRIALS/FINALS MEET', 'MeetKey': '163498', 'PersonKey': '1731452', 'Points': '432', 'SortKey': '1010002901.00', 'Swim Date': '01/15/2023', 'Swim Time': '29.01', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '8501310'}",50 FR SCY SCY,27.65,False,4.91862567811936,False
gmo,1000 FR SCY,SCY,11:15.17,675.17,2023-02-03,2023 SN Senior Swimming Winter Championships,13,607.0,California Capital Aquatics,SN,2020-2024 AA,,1731452,5,164465,1050067517.0,108299628,gmo-result,"{""Age"": ""13"", ""Event"": ""1000 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""607"", ""SortKey"": ""1050067517.00"", ""Swim Date"": ""02/03/2023"", ""Swim Time"": ""11:15.17"", ""SwimEventKey"": ""5"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 AA"", ""UsasSwimTimeKey"": ""108299628""}",2023-02-03,11:15.17,675.17,1000.0,freestyle,"{'Age': '13', 'Event': '1000 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '607', 'SortKey': '1050067517.00', 'Swim Date': '02/03/2023', 'Swim Time': '11:15.17', 'SwimEventKey': '5', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 AA', 'UsasSwimTimeKey': '108299628'}",1000 FR SCY SCY,675.17,True,0.0,False
gmo,200 FR SCY,SCY,2:08.30,128.3,2023-02-04,2023 SN Senior Swimming Winter Championships,13,482.0,California Capital Aquatics,SN,2020-2024 A,,1731452,3,164465,1030012830.0,1942994,gmo-result,"{""Age"": ""13"", ""Event"": ""200 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""482"", ""SortKey"": ""1030012830.00"", ""Swim Date"": ""02/04/2023"", ""Swim Time"": ""2:08.30"", ""SwimEventKey"": ""3"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 A"", ""UsasSwimTimeKey"": ""1942994""}",2023-02-04,2:08.30,128.3,200.0,freestyle,"{'Age': '13', 'Event': '200 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '482', 'SortKey': '1030012830.00', 'Swim Date': '02/04/2023', 'Swim Time': '2:08.30', 'SwimEventKey': '3', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 A', 'UsasSwimTimeKey': '1942994'}",200 FR SCY SCY,124.66,False,2.9199422429007016,False
gmo,50 FR SCY,SCY,28.70,28.7,2023-02-04,2023 SN Senior Swimming Winter Championships,13,456.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,1,164465,1010002870.0,8934427,gmo-result,"{""Age"": ""13"", ""Event"": ""50 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""456"", ""SortKey"": ""1010002870.00"", ""Swim Date"": ""02/04/2023"", ""Swim Time"": ""28.70"", ""SwimEventKey"": ""1"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""8934427""}",2023-02-04,28.70,28.7,50.0,freestyle,"{'Age': '13', 'Event': '50 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '456', 'SortKey': '1010002870.00', 'Swim Date': '02/04/2023', 'Swim Time': '28.70', 'SwimEventKey': '1', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '8934427'}",50 FR SCY SCY,27.65,False,3.7974683544303827,False
gmo,500 FR SCY,SCY,5:35.17,335.17,2023-02-04,2023 SN Senior Swimming Winter Championships,13,517.0,California Capital Aquatics,SN,2020-2024 A,,1731452,4,164465,1040033517.0,139756834,gmo-result,"{""Age"": ""13"", ""Event"": ""500 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""517"", ""SortKey"": ""1040033517.00"", ""Swim Date"": ""02/04/2023"", ""Swim Time"": ""5:35.17"", ""SwimEventKey"": ""4"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 A"", ""UsasSwimTimeKey"": ""139756834""}",2023-02-04,5:35.17,335.17,500.0,freestyle,"{'Age': '13', 'Event': '500 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '517', 'SortKey': '1040033517.00', 'Swim Date': '02/04/2023', 'Swim Time': '5:35.17', 'SwimEventKey': '4', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 A', 'UsasSwimTimeKey': '139756834'}",500 FR SCY SCY,325.9,False,2.844430806996023,False
gmo,100 BK SCY,SCY,1:09.09,69.09,2023-02-05,2023 SN Senior Swimming Winter Championships,13,432.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,12,164465,1120006909.0,8934430,gmo-result,"{""Age"": ""13"", ""Event"": ""100 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""432"", ""SortKey"": ""1120006909.00"", ""Swim Date"": ""02/05/2023"", ""Swim Time"": ""1:09.09"", ""SwimEventKey"": ""12"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""8934430""}",2023-02-05,1:09.09,69.09,100.0,backstroke,"{'Age': '13', 'Event': '100 BK SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '432', 'SortKey': '1120006909.00', 'Swim Date': '02/05/2023', 'Swim Time': '1:09.09', 'SwimEventKey': '12', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '8934430'}",100 BK SCY SCY,69.09,True,0.0,False
gmo,100 BR SCY,SCY,1:23.13,83.13,2023-02-05,2023 SN Senior Swimming Winter Championships,13,318.0,California Capital Aquatics,SN,2020-2024 B,,1731452,15,164465,1150008313.0,96390271,gmo-result,"{""Age"": ""13"", ""Event"": ""100 BR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""318"", ""SortKey"": ""1150008313.00"", ""Swim Date"": ""02/05/2023"", ""Swim Time"": ""1:23.13"", ""SwimEventKey"": ""15"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 B"", ""UsasSwimTimeKey"": ""96390271""}",2023-02-05,1:23.13,83.13,100.0,breaststroke,"{'Age': '13', 'Event': '100 BR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '318', 'SortKey': '1150008313.00', 'Swim Date': '02/05/2023', 'Swim Time': '1:23.13', 'SwimEventKey': '15', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 B', 'UsasSwimTimeKey': '96390271'}",100 BR SCY SCY,83.13,True,0.0,False
gmo,100 FR SCY,SCY,1:01.90,61.9,2023-02-05,2023 SN Senior Swimming Winter Championships,13,418.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,2,164465,1020006190.0,8934075,gmo-result,"{""Age"": ""13"", ""Event"": ""100 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Senior Swimming Winter Championships"", ""MeetKey"": ""164465"", ""PersonKey"": ""1731452"", ""Points"": ""418"", ""SortKey"": ""1020006190.00"", ""Swim Date"": ""02/05/2023"", ""Swim Time"": ""1:01.90"", ""SwimEventKey"": ""2"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""8934075""}",2023-02-05,1:01.90,61.9,100.0,freestyle,"{'Age': '13', 'Event': '100 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Senior Swimming Winter Championships', 'MeetKey': '164465', 'PersonKey': '1731452', 'Points': '418', 'SortKey': '1020006190.00', 'Swim Date': '02/05/2023', 'Swim Time': '1:01.90', 'SwimEventKey': '2', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '8934075'}",100 FR SCY SCY,58.26,False,6.247854445588741,False
gmo,100 BK SCY,SCY,1:10.41,70.41,2023-03-10,2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships,13,388.0,California Capital Aquatics,SN,2020-2024 BB,,1731452,12,165596,1120007041.0,150183645,gmo-result,"{""Age"": ""13"", ""Event"": ""100 BK SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships"", ""MeetKey"": ""165596"", ""PersonKey"": ""1731452"", ""Points"": ""388"", ""SortKey"": ""1120007041.00"", ""Swim Date"": ""03/10/2023"", ""Swim Time"": ""1:10.41"", ""SwimEventKey"": ""12"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 BB"", ""UsasSwimTimeKey"": ""150183645""}",2023-03-10,1:10.41,70.41,100.0,backstroke,"{'Age': '13', 'Event': '100 BK SCY', 'LSC': 'SN', 'Meet': '2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships', 'MeetKey': '165596', 'PersonKey': '1731452', 'Points': '388', 'SortKey': '1120007041.00', 'Swim Date': '03/10/2023', 'Swim Time': '1:10.41', 'SwimEventKey': '12', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 BB', 'UsasSwimTimeKey': '150183645'}",100 BK SCY SCY,69.09,False,1.910551454624393,False
gmo,1000 FR SCY,SCY,11:26.77,686.77,2023-03-10,2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships,13,562.0,California Capital Aquatics,SN,2020-2024 AA,,1731452,5,165596,1050068677.0,85942838,gmo-result,"{""Age"": ""13"", ""Event"": ""1000 FR SCY"", ""LSC"": ""SN"", ""Meet"": ""2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships"", ""MeetKey"": ""165596"", ""PersonKey"": ""1731452"", ""Points"": ""562"", ""SortKey"": ""1050068677.00"", ""Swim Date"": ""03/10/2023"", ""Swim Time"": ""11:26.77"", ""SwimEventKey"": ""5"", ""Team"": ""California Capital Aquatics"", ""Time Standard"": ""2020-2024 AA"", ""UsasSwimTimeKey"": ""85942838""}",2023-03-10,11:26.77,686.77,1000.0,freestyle,"{'Age': '13', 'Event': '1000 FR SCY', 'LSC': 'SN', 'Meet': '2023 SN Sierra Nevada Swimming 14 & Under Short Course Championships', 'MeetKey': '165596', 'PersonKey': '1731452', 'Points': '562', 'SortKey': '1050068677.00', 'Swim Date': '03/10/2023', 'Swim Time': '11:26.77', 'SwimEventKey': '5', 'Team': 'California Capital Aquatics', 'Time Standard': '2020-2024 AA', 'UsasSwimTimeKey': '85942838'}",1000 FR SCY SCY,675.17,False,1.718085815424267,False
